Dados obtidos a partir do Sistema de Informação de Solos Brasileiros - BDSOLOS, esclarecimentos quanto ao uso disponível em:  http://www.bdsolos.cnptia.embrapa.br/esclarecimentos_uso.pdf

"Localização descritiva";"UF";"Município";"Altitude (m)";"Sistema de Coordenada";"Datum";"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Latitude Hemisfério";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Longitude Hemisfério";"Northing";"Easting";"pH - H2O";"pH - KCl";"pH - CaCl2";"Complexo Sortivo - Cálcio (cmolc/kg)";"Complexo Sortivo - Magnésio";"Complexo Sortivo - Ca + Mg";"Complexo Sortivo - Potássio";"Complexo Sortivo - Sódio";"Complexo Sortivo - Valor S (Ca2++Mg2++K++Na+)";"Complexo Sortivo - Hidrogênio (H+)";"Complexo Sortivo - Alumínio Trocável (Al3+)";"Complexo Sortivo - Valor T (S+H++Al3+)";"Complexo Sortivo - Valor V &Delta; Saturação por Bases (100. S/T)%";"Complexo Sortivo - Saturação por Alumínio (100. Al3+/S+Al3+)%";"Ataque sulfúrico - SiO2";"Ataque sulfúrico - Al2O3";"Ataque sulfúrico - Fe2O3";"Ataque sulfúrico - TiO2";"Ataque sulfúrico - P2O5";"Ataque sulfúrico - MnO";"Ataque sulfúrico - SiO2 / Al2O3 (Ki)";"Ataque sulfúrico - SiO2 / R2O3 (Kr)";"Ataque sulfúrico - Al2O3 / Fe2O3";"Fósforo assimilável (mg/kg)";"Carbono orgânico";"Nitrogênio total";"Relação C/N (%)";"Água da pasta de saturação";"Saturação por Sódio (100.Na+/T)";"Condutividade Elétrica";"Sais Solúveis do Extrato da Saturação - Cálcio";"Sais Solúveis do Extrato da Saturação - Magnésio";"Sais Solúveis do Extrato da Saturação - Potássio";"Sais Solúveis do Extrato da Saturação - Sódio";"Sais Solúveis do Extrato da Saturação - Carbonatos";"Sais Solúveis do Extrato da Saturação - Cloretos";"Sais Solúveis do Extrato da Saturação - Bicarbonatos";"Sais Solúveis do Extrato da Saturação - Sulfatos";"Ponto de Carga Zero";"Adsorção de Fosfato";"Enxofre";"Equivalente de Carbonato de Cálcio";"CDB - Ferro (g/kg)";"CDB - Alumínio (g/kg)";"CDB - Manganês (g/kg)";"Oxalato de Amônio - Ferro";"Oxalato de Amônio - Alumínio";"Oxalato de Amônio - Sílica";"Pirofosfato de Sódio - Ferro";"Pirofosfato de Sódio - Alumínio";"Microelementos - Ferro";"Microelementos - Manganês";"Microelementos - Cobre";"Microelementos - Zinco";"Microelementos - Níquel";"Microelementos - Boro";"Microelementos - Molibidênio";"Microelementos - Cobalto";"Microelementos - Cádmio";"Microelementos - Cromo";"Microelementos - Selênio";"Microelementos - Chumbo";"Microelementos - Mercúrio";"Microelementos - Arsênio";"Microelementos - Silício";"Informações adicionais da análise química";
"A 6,4 km do Retiro Taquaral em direção ao Retiro Pindaival. Barão de Melgaço (MT). Lat. 17°07'S e long 56°05'WGr. Folha SE.21-X-C.";"MT";"Barão de Melgaço";"117";"Latitude / Longitude";"";"17";"7";"";"Sul";"56";"5";"";"Oeste";"";"";"5.3";"4.1";"";"";"";"0.8";"0.08";"0.02";"0.9";"1.8";"0.3";"3";"30";"25";"";"";"";"";"";"";"";"";"";"1";"5.5";"0.8";"7";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 6,4 km do Retiro Taquaral em direção ao Retiro Pindaival. Barão de Melgaço (MT). Lat. 17°07'S e long 56°05'WGr. Folha SE.21-X-C.";"MT";"Barão de Melgaço";"117";"Latitude / Longitude";"";"17";"7";"";"Sul";"56";"5";"";"Oeste";"";"";"4.5";"3.9";"";"";"";"0.1";"0.04";"0.01";"0.2";"1.6";"0.9";"2.7";"7";"82";"53";"28";"17";"2.3";"";"";"3.22";"2.32";"2.59";"1";"2.9";"0.5";"6";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 6,4 km do Retiro Taquaral em direção ao Retiro Pindaival. Barão de Melgaço (MT). Lat. 17°07'S e long 56°05'WGr. Folha SE.21-X-C.";"MT";"Barão de Melgaço";"117";"Latitude / Longitude";"";"17";"7";"";"Sul";"56";"5";"";"Oeste";"";"";"5";"3.8";"";"";"";"0.1";"0.04";"0.04";"0.2";"2";"3.7";"5.9";"3";"95";"137";"102";"25";"4.1";"";"";"2.28";"1.97";"6.41";"1";"1.2";"0.4";"3";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 6,4 km do Retiro Taquaral em direção ao Retiro Pindaival. Barão de Melgaço (MT). Lat. 17°07'S e long 56°05'WGr. Folha SE.21-X-C.";"MT";"Barão de Melgaço";"117";"Latitude / Longitude";"";"17";"7";"";"Sul";"56";"5";"";"Oeste";"";"";"5.3";"4.1";"";"";"";"0.2";"0.03";"0.04";"0.3";"2.1";"2";"4.4";"7";"87";"109";"85";"70";"3.2";"";"";"2.18";"1.43";"1.91";"1";"0.5";"0.4";"1";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 54,4 km da fazenda Córrego Fundo em estrada particular, entre os rios Cuiabá da Larga e Cuiabá do Bonito. Rosário do Oeste, MT. Lat. 14°22'S e Long. 55°18'WGr. Folha SD.21-Z-B.";"MT";"Rosário Oeste";"500";"Latitude / Longitude";"";"14";"22";"";"Sul";"55";"18";"";"Oeste";"";"";"5.9";"4.3";"";"4";"1.7";"5.7";"0.1";"0.03";"5.8";"2.7";"0.3";"8.8";"66";"5";"174";"101";"57";"4.3";"";"";"2.93";"2.15";"2.78";"2";"6.7";"1";"7";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 54,4 km da fazenda Córrego Fundo em estrada particular, entre os rios Cuiabá da Larga e Cuiabá do Bonito. Rosário do Oeste, MT. Lat. 14°22'S e Long. 55°18'WGr. Folha SD.21-Z-B.";"MT";"Rosário Oeste";"500";"Latitude / Longitude";"";"14";"22";"";"Sul";"55";"18";"";"Oeste";"";"";"5.8";"4.1";"";"4.4";"2.1";"6.5";"0.06";"0.02";"6.6";"2.4";"0.5";"9.5";"69";"7";"200";"108";"68";"4.1";"";"";"3.15";"2.25";"2.49";"2";"4.5";"0.7";"6";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 54,4 km da fazenda Córrego Fundo em estrada particular, entre os rios Cuiabá da Larga e Cuiabá do Bonito. Rosário do Oeste, MT. Lat. 14°22'S e Long. 55°18'WGr. Folha SD.21-Z-B.";"MT";"Rosário Oeste";"500";"Latitude / Longitude";"";"14";"22";"";"Sul";"55";"18";"";"Oeste";"";"";"6.4";"4.7";"";"7";"2.7";"9.7";"0.09";"0.09";"9.9";"1.5";"0";"11.4";"87";"0";"203";"102";"52";"4.5";"";"";"3.38";"2.55";"3.08";"130";"2.7";"0.8";"3";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 54,4 km da fazenda Córrego Fundo em estrada particular, entre os rios Cuiabá da Larga e Cuiabá do Bonito. Rosário do Oeste, MT. Lat. 14°22'S e Long. 55°18'WGr. Folha SD.21-Z-B.";"MT";"Rosário Oeste";"500";"Latitude / Longitude";"";"14";"22";"";"Sul";"55";"18";"";"Oeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 26,4 km da Fazenda Boa Vista em direção à Fazenda Melgueira. Cáceres (MT). Lat. 16°54'S e long 58°12'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"97";"Latitude / Longitude";"";"16";"54";"";"Sul";"58";"12";"";"Oeste";"";"";"5.5";"4.4";"";"";"";"0.6";"0.08";"0.02";"0.7";"1.1";"0.1";"1.9";"37";"13";"";"";"";"";"";"";"";"";"";"2";"3";"0.7";"4";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 26,4 km da Fazenda Boa Vista em direção à Fazenda Melgueira. Cáceres (MT). Lat. 16°54'S e long 58°12'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"97";"Latitude / Longitude";"";"16";"54";"";"Sul";"58";"12";"";"Oeste";"";"";"5.5";"4.4";"";"";"";"0.1";"0.03";"0.02";"0.1";"0.4";"0.1";"0.6";"17";"50";"";"";"";"";"";"";"";"";"";"1";"0.8";"0.4";"2";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 26,4 km da Fazenda Boa Vista em direção à Fazenda Melgueira. Cáceres (MT). Lat. 16°54'S e long 58°12'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"97";"Latitude / Longitude";"";"16";"54";"";"Sul";"58";"12";"";"Oeste";"";"";"6.6";"4.8";"";"2.3";"0.9";"3.2";"0.05";"0.41";"3.7";"0.8";"0";"4.5";"82";"0";"90";"64";"20";"5.1";"";"";"2.39";"1.99";"5.02";"1";"0.8";"0.4";"2";"";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 26,4 km da Fazenda Boa Vista em direção à Fazenda Melgueira. Cáceres (MT). Lat. 16°54'S e long 58°12'WGr. Folha SE.21-V-B.";"MT";"Cáceres";"97";"Latitude / Longitude";"";"16";"54";"";"Sul";"58";"12";"";"Oeste";"";"";"7.2";"5.1";"";"3.9";"1.3";"5.2";"0.05";"0.78";"6";"0.7";"0";"6.7";"90";"0";"120";"84";"29";"4.7";"";"";"2.43";"1.99";"4.55";"2";"0.7";"0.4";"2";"";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 4 km de Jauru, na estrada Jauru-Araputanga. Jauru, MT. Lat. 15°30'S e Long. 58°35'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"350";"Latitude / Longitude";"";"15";"30";"";"Sul";"58";"35";"";"Oeste";"";"";"7.5";"6.6";"";"20.18";"2.1";"22.28";"0.44";"0.12";"22.8";"0";"0";"22.8";"100";"0";"162.8";"98.1";"88.2";"";"";"";"2.82";"1.79";"1.75";"";"39";"2.8";"14";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 4 km de Jauru, na estrada Jauru-Araputanga. Jauru, MT. Lat. 15°30'S e Long. 58°35'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"350";"Latitude / Longitude";"";"15";"30";"";"Sul";"58";"35";"";"Oeste";"";"";"7.7";"7.3";"";"8";"1.83";"9.83";"0.32";"0.07";"10.2";"0";"0";"10.2";"100";"0";"181.4";"158.3";"90.4";"";"";"";"1.95";"1.43";"2.75";"";"10";"0.8";"13";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 4 km de Jauru, na estrada Jauru-Araputanga. Jauru, MT. Lat. 15°30'S e Long. 58°35'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"350";"Latitude / Longitude";"";"15";"30";"";"Sul";"58";"35";"";"Oeste";"";"";"7.3";"6.2";"";"5.18";"1.24";"6.42";"0.48";"0.06";"7";"3.54";"0";"10.54";"66";"0";"253.2";"210.9";"134.4";"";"";"";"2.04";"1.45";"2.46";"";"6";"0.6";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 4 km de Jauru, na estrada Jauru-Araputanga. Jauru, MT. Lat. 15°30'S e Long. 58°35'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"350";"Latitude / Longitude";"";"15";"30";"";"Sul";"58";"35";"";"Oeste";"";"";"6.7";"5.6";"";"4";"0.8";"4.8";"0.36";"0.05";"5.2";"4.5";"0";"9.7";"54";"0";"305.8";"233.2";"135.8";"";"";"";"2.23";"1.63";"2.7";"";"4";"0.4";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 4 km de Jauru, na estrada Jauru-Araputanga. Jauru, MT. Lat. 15°30'S e Long. 58°35'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"350";"Latitude / Longitude";"";"15";"30";"";"Sul";"58";"35";"";"Oeste";"";"";"6.5";"5.5";"";"2.42";"0.83";"3.25";"0.28";"0.05";"3.6";"8.94";"0";"12.54";"29";"0";"287";"243.9";"155.1";"";"";"";"2";"1.42";"2.47";"";"4";"0.4";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 2 km de Jauru, na estrada Jauru-Taquarussu. Jauru, MT. Lat. 15°19'S e Long. 58°52'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"580";"Latitude / Longitude";"";"15";"19";"";"Sul";"58";"52";"";"Oeste";"";"";"6";"5.4";"";"4.74";"0.98";"5.72";"0.38";"0.04";"6.1";"0.16";"0.23";"6.49";"94";"4";"";"";"";"";"";"";"";"";"";"17";"43";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 2 km de Jauru, na estrada Jauru-Taquarussu. Jauru, MT. Lat. 15°19'S e Long. 58°52'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"580";"Latitude / Longitude";"";"15";"19";"";"Sul";"58";"52";"";"Oeste";"";"";"6";"5.3";"";"2.35";"0.45";"2.8";"0.27";"0.06";"3.1";"0.22";"0.1";"3.42";"91";"3";"";"";"";"";"";"";"";"";"";"3";"10";"";"0";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 500 metros do Rio Claro, na Rodovia Transpantaneira no sentido Poconé-Rio São Lourenço. Poconé (MT). Lat. 16°39'S e long 56°46'WGr. Folha SE.2E-X-A.";"MT";"Poconé";"110";"Latitude / Longitude";"";"16";"39";"";"Sul";"56";"46";"";"Oeste";"";"";"5.5";"4.4";"";"1.2";"0.9";"2.1";"0.41";"0.17";"2.7";"2.2";"0";"4.9";"55";"0";"59";"34";"25";"1.9";"";"";"2.95";"2.01";"2.14";"5";"6.7";"0.8";"8";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 500 metros do Rio Claro, na Rodovia Transpantaneira no sentido Poconé-Rio São Lourenço. Poconé (MT). Lat. 16°39'S e long 56°46'WGr. Folha SE.2E-X-A.";"MT";"Poconé";"110";"Latitude / Longitude";"";"16";"39";"";"Sul";"56";"46";"";"Oeste";"";"";"5.8";"4";"";"1.1";"0.2";"1.3";"0.13";"0.17";"1.6";"2.6";"1.1";"5.3";"30";"41";"78";"49";"37";"2.5";"";"";"2.71";"1.83";"2.08";"1";"4.7";"0.6";"8";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 2 km de Jauru, na estrada Jauru-Taquarussu. Jauru, MT. Lat. 15°19'S e Long. 58°52'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"580";"Latitude / Longitude";"";"15";"19";"";"Sul";"58";"52";"";"Oeste";"";"";"6";"5.3";"";"2.86";"0.87";"3.73";"0.34";"0.04";"4.1";"0.22";"0.07";"4.39";"93";"2";"";"";"";"";"";"";"";"";"";"2";"8";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 500 metros do Rio Claro, na Rodovia Transpantaneira no sentido Poconé-Rio São Lourenço. Poconé (MT). Lat. 16°39'S e long 56°46'WGr. Folha SE.2E-X-A.";"MT";"Poconé";"110";"Latitude / Longitude";"";"16";"39";"";"Sul";"56";"46";"";"Oeste";"";"";"6.6";"4.4";"";"2.8";"3.1";"5.9";"0.13";"4.03";"10.1";"3";"0.2";"13.3";"76";"2";"239";"158";"69";"4.7";"";"";"2.57";"2.01";"3.6";"1";"5.5";"0.8";"7";"";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 2 km de Jauru, na estrada Jauru-Taquarussu. Jauru, MT. Lat. 15°19'S e Long. 58°52'WGr. Folha SD.21-Y-C.";"MT";"Jauru";"580";"Latitude / Longitude";"";"15";"19";"";"Sul";"58";"52";"";"Oeste";"";"";"6.1";"5.4";"";"2.35";"0.95";"3.3";"0.49";"0.04";"3.8";"0.23";"0.05";"4.08";"93";"1";"";"";"";"";"";"";"";"";"";"2";"6";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 500 metros do Rio Claro, na Rodovia Transpantaneira no sentido Poconé-Rio São Lourenço. Poconé (MT). Lat. 16°39'S e long 56°46'WGr. Folha SE.2E-X-A.";"MT";"Poconé";"110";"Latitude / Longitude";"";"16";"39";"";"Sul";"56";"46";"";"Oeste";"";"";"7.5";"5.3";"";"4.1";"6.1";"10.2";"0.01";"5.74";"15.9";"1.4";"0";"17.3";"92";"0";"246";"154";"53";"4.5";"";"";"2.72";"2.23";"4.56";"1";"2.4";"0.8";"3";"";"33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na fazenda Kananxuê. Pontes e Lacerda, MT. Lat. 14°41'S e Long. 59°27'WGr. Folha SD.21-Y-A.";"MT";"Pontes e Lacerda";"350";"Latitude / Longitude";"";"14";"41";"";"Sul";"59";"27";"";"Oeste";"";"";"5.4";"5.1";"";"7.45";"2.06";"9.51";"0.26";"0.05";"9.8";"0.27";"0.12";"10.19";"96";"1";"";"";"";"";"";"";"";"";"";"3";"32";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na fazenda Kananxuê. Pontes e Lacerda, MT. Lat. 14°41'S e Long. 59°27'WGr. Folha SD.21-Y-A.";"MT";"Pontes e Lacerda";"350";"Latitude / Longitude";"";"14";"41";"";"Sul";"59";"27";"";"Oeste";"";"";"5.5";"4.9";"";"2.69";"1.43";"4.12";"0.05";"0.02";"4.2";"0.22";"0.05";"4.47";"94";"1";"";"";"";"";"";"";"";"";"";"1";"13";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na fazenda Kananxuê. Pontes e Lacerda, MT. Lat. 14°41'S e Long. 59°27'WGr. Folha SD.21-Y-A.";"MT";"Pontes e Lacerda";"350";"Latitude / Longitude";"";"14";"41";"";"Sul";"59";"27";"";"Oeste";"";"";"5.4";"4.8";"";"1.75";"1.32";"3.07";"0.05";"0.01";"3.1";"0.21";"0.08";"3.39";"91";"3";"";"";"";"";"";"";"";"";"";"1";"10";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na fazenda Kananxuê. Pontes e Lacerda, MT. Lat. 14°41'S e Long. 59°27'WGr. Folha SD.21-Y-A.";"MT";"Pontes e Lacerda";"350";"Latitude / Longitude";"";"14";"41";"";"Sul";"59";"27";"";"Oeste";"";"";"5.4";"5.1";"";"1.12";"1.18";"2.3";"0.04";"0.01";"2.3";"0.2";"0.1";"2.6";"88";"4";"";"";"";"";"";"";"";"";"";"1";"6";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na fazenda Kananxuê. Pontes e Lacerda, MT. Lat. 14°41'S e Long. 59°27'WGr. Folha SD.21-Y-A.";"MT";"Pontes e Lacerda";"350";"Latitude / Longitude";"";"14";"41";"";"Sul";"59";"27";"";"Oeste";"";"";"5.5";"5.4";"";"0.6";"1.25";"1.85";"0.04";"0.02";"1.9";"0.17";"0.03";"2.1";"90";"2";"";"";"";"";"";"";"";"";"";"1";"5";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na fazenda Kananxuê. Pontes e Lacerda, MT. Lat. 14°41'S e Long. 59°27'WGr. Folha SD.21-Y-A.";"MT";"Pontes e Lacerda";"350";"Latitude / Longitude";"";"14";"41";"";"Sul";"59";"27";"";"Oeste";"";"";"6.3";"5.8";"";"0.32";"0.98";"1.3";"0.04";"0.02";"1.4";"0.12";"0.04";"1.56";"90";"3";"";"";"";"";"";"";"";"";"";"1";"3";"";"0";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°02'S e Long. 59°43'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"650";"Latitude / Longitude";"";"14";"2";"";"Sul";"59";"43";"";"Oeste";"";"";"5.8";"5.1";"";"7.41";"4";"11.41";"0.27";"0.03";"11.7";"0.69";"0";"12.39";"94";"0";"";"";"";"";"";"";"";"";"";"";"23";"1.7";"14";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°02'S e Long. 59°43'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"650";"Latitude / Longitude";"";"14";"2";"";"Sul";"59";"43";"";"Oeste";"";"";"5.8";"4.9";"";"4.4";"3";"7.4";"0.18";"0.02";"7.6";"0.32";"0";"7.92";"96";"0";"";"";"";"";"";"";"";"";"";"";"9";"0.9";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°02'S e Long. 59°43'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"650";"Latitude / Longitude";"";"14";"2";"";"Sul";"59";"43";"";"Oeste";"";"";"5.8";"4.6";"";"4.4";"2.48";"6.88";"0.12";"0.02";"7";"0.12";"0";"7.12";"98";"0";"";"";"";"";"";"";"";"";"";"";"5";"0.4";"13";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°02'S e Long. 59°43'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"650";"Latitude / Longitude";"";"14";"2";"";"Sul";"59";"43";"";"Oeste";"";"";"5.7";"4.5";"";"3.6";"2.1";"5.7";"0.1";"0.02";"5.8";"0.63";"0";"6.43";"90";"0";"";"";"";"";"";"";"";"";"";"";"4";"0.4";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°02'S e Long. 59°43'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"650";"Latitude / Longitude";"";"14";"2";"";"Sul";"59";"43";"";"Oeste";"";"";"5.5";"4.6";"";"3.28";"1.51";"4.79";"0.12";"0.02";"4.9";"0.19";"0";"5.09";"96";"0";"";"";"";"";"";"";"";"";"";"";"4";"0.3";"13";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°02'S e Long. 59°43'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"650";"Latitude / Longitude";"";"14";"2";"";"Sul";"59";"43";"";"Oeste";"";"";"5.7";"4.3";"";"3.43";"3.51";"6.94";"0.14";"0.02";"7.1";"0.13";"0";"7.23";"98";"0";"";"";"";"";"";"";"";"";"";"";"2";"0.2";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°37'S e 59°38'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"340";"Latitude / Longitude";"";"14";"37";"";"Sul";"59";"38";"";"Oeste";"";"";"5.4";"4.9";"";"6.64";"3.7";"10.34";"0.29";"0.04";"10.7";"0.22";"0.12";"11.04";"97";"1";"";"";"";"";"";"";"";"";"";"4";"35";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°37'S e 59°38'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"340";"Latitude / Longitude";"";"14";"37";"";"Sul";"59";"38";"";"Oeste";"";"";"5.1";"4.5";"";"2.55";"1.91";"4.46";"0.24";"0.01";"4.7";"0.23";"0.12";"5.05";"93";"2";"";"";"";"";"";"";"";"";"";"2";"13";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Vila Bela, MT. Lat. 14°37'S e 59°38'WGr. Folha SD.21-Y-A.";"MT";"Vila Bela da Santíssima Trindade";"340";"Latitude / Longitude";"";"14";"37";"";"Sul";"59";"38";"";"Oeste";"";"";"5.4";"4.5";"";"2.3";"1.65";"3.95";"0.13";"0.01";"4.1";"0.21";"0.16";"4.47";"92";"4";"";"";"";"";"";"";"";"";"";"1";"9";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
